ID,Punto de Medición,Estado,MES,Año,hora,Caudal acumulado anterior                       (m3 ) ,Caudal acumulado                   (m3 ),Lectura registro                ( L/s),"M1, M2, M3, M4, M5, MA"
SRM51,Breña Mora Entrada Planta,,7,2022,AM,"1,347,430.30","1,389,453.60",16, MA 
SRM50,Breña Mora Salida Planta Tratamiento,,7,2022,AM,"1,176,661.30","1,214,120.00",20, MA 
PEND,Salida Tanque Breña Mora  Tanque San Isidro,,7,2022,AM,"96,808.00","111,184.00",22.63, MA 
SRM46,"Rebombeo T Sn Isidro  T Breña Mora (6"")",Macromedidor en mal estado,7,2022,AM,"13,386.00","13,425.00", FOP , MA 
SRM47,"Rebombeo T Breña Mora hacia el Norte 4""",,7,2022,AM,"21,688.00","22,314.00",0.93, MA 
SRM19,Entrada Chorreras I a Tanque San Isidro,,7,2022,AM,"36,996.00","66,458.00",3.99, MA 
SRM18,Entrada Chorreras II a Tanque San Isidro,,7,2022,AM,"1,294,169.00","1,348,776.00",14.4, MA 
SRM52,"Salida Tanque San Isidro Oeste 6""",,7,2022,AM,"1,423,655.00","1,454,432.00",17.26, MA 
SRM27,Salida Tanq San Isidro a San Francisco Bunt Planet,,7,2022,AM,"1,080,106.00","1,103,768.00",14.34, MA 
SRM29,Salida Pricipal Tanque San Isidro Bunt Planet,,7,2022,AM,"3,480,027.00","3,559,471.00",44.06, MA 
SIM17,Cementerio  Bunt Planet,Problema de energización,7,2022,AM,"803,966.64","819,539.70",8.05, MA 
SIM18,Mas x Menos Bunt Planet,Punto Sin Macromedidor,7,2022,AM,"1,232,859.30","1,261,224.20",14.18, MA 
SIM19,Cruz Roja Bunt Planet,Estación Fuera de Operación Definitiva,7,2022,,,,, MA 
SIM53,Entrada al Tanque San Francisco (T4),,7,2022,AM,"518,901.00","543,963.00",10.57, MA 
SRM01,"Presa Concepción Cieneguita  (Cienega Norte) (4"")",,7,2022,AM,"2,220,143.00","2,295,085.00",27.7, MA 
SRM48,Caja a la Entrada de T Cienega Sur Nuevo,,7,2022,AM,"1,364,177.00","1,420,221.00",20.48, MA 
SRM49,Caja a la Entrada de T Cienega Sur Nuevo,,7,2022,AM,"89,943.00","128,911.00",15.53, MA 
SRM11,Tanque ChamacoEntrada del Tirol,,7,2022,AM,"2,073,058.00","2,237,491.00",36.7, MA 
SRM07,"Cond Tanq. Chaverri T 90 Linea I  (8"")",Macromedidor en mal estado,7,2022,PM,,,, MA 
SRM08,"Cond Tanq. Chaverri T90 Linea II  (8"")",Macromedidor en mal estado,7,2022,PM,"9,938,459.00","10,236,365.00",95.34, MA 
SRM09,"Chaverri cinlindrico 90 Final ( 8"" )",Linea fuera de Operación,7,2022,PM,"579,299.89","579,299.89", FOP , MA 
SRM42,"Conducción Noventa a Palmar (4"")",Macromedidor en mal estado,7,2022,PM,"861,960.74","861,960.74", FOP , MA 
SRM05,"Vertedero Tanque Noventa (18"") (Intrusivo)",Macromedidor en mal estado,7,2022,PM,,,, MA 
,Iris Hernández,,7,2022,AM,"160,309.00","235,662.00",17.7, M1  
PEND,Derivación ASADA San Pedro de Barva,Macromedidor en mal estado,7,2022,,,,, M2  
BM09,Botho Steinvorth,,7,2022,AM,"2,977,055.50","3,082,340.50",37.89, MA 
BM08,Llegada de las 29 al Tanque Steinvorth,,7,2022,AM,"1,877,750.00","1,925,593.00",17.42, MA 
BM21,"Conducción Flores al Tirol (8"") Saliendo",Datos Irregulares,7,2022,AM,"5,123,958.90","5,318,026.20",115.81, MA 
,29 Catarata,,7,2022,AM,"88,880.00","137,217.00",18.14,
BM16,Arrieta,,7,2022,AM,"3,548,002.70","3,646,466.00",35.76, MA 
,La Anexa,,7,2022,AM,"109,722.00","122,346.00",1.76, M1 
BM03,Carlos Steinvorth,,7,2022,AM,"3,316,547.50","3,420,040.50",34.44, MA 
,29 A,Datos Irregulares,7,2022,AM,"93,025.00","93,025.00",17.68, M1 
BM14,Sacramento,,7,2022,AM,"3,139,688.00","3,217,365.00",27.74, MA 
BM19,"Marin Cañas Electromagnetico 2""",,7,2022,AM,"194,817.00","197,255.00",1.51, MA 
BM13,"Llegada al Tanque Marin Cañas  ( 6"")",,7,2022,AM,"10,105,372.00","10,510,373.00",136.93, MA 
BM20,"Chorreras a San Isidro  II  (6"")  J",,7,2022,AM,"6,001,549.00","6,060,355.00",21.29, MA 
BM18,"Chorreras a San Isidro I  (6"")    J",,7,2022,AM,"7,973,372.00","7,973,391.00",14.15, MA 
BM15,"Marin Cañas Chorreras  ( 8"")",,7,2022,AM,"7,158,595.00","7,551,921.00",122, MA 
BM10,"El Higueron 8""  (6"")",,7,2022,AM,"6,225,710.00","6,418,299.00",35.04, MA 
BM11,"LA Gemela #1 (6"")",,7,2022,AM,"3,917,322.00","3,938,743.00",7.06, MA 
BM12,"LA Gemela #2  (6"")",,7,2022,AM,"5,830,948.00","6,022,436.00",59.55, MA 
BM06,Chorreras Naciente 350 mm  (Intrusivo),Macromedidor en mal estado,7,2022,PM,,,143.34, M2 
SRM20,"Marin Cañas  Brasilia (4"") (en Tanque Brasilia)",Problema de energización,7,2022,,"806,892.00",,, MA 
SRM21,"Conducción Flores al Tirol (6"") Llegando",,7,2022,AM,"1,394,655.00","1,597,306.00",71.8, M1 
SRM24,"Purificador Chalet Ingreso  Sn Rafael (6"")",,7,2022,AM,"1,346,196.00","1,409,732.00",22.92, MA 
SRM23,"Purificador Chalet Salida  Sn Rafael (6"")",,7,2022,AM,"1,170,681.00","1,228,298.00",22.36, MA 
,Mata Plátano,,7,2022,AM,"59,668.57","79,987.59",4.05,
BM25,"Sacramento 3""",,7,2022,AM,"76,891.00","85,429.00",2.25,
SPM01,"Pozo Miraflores        ( 8"" )",Pozo Apagado,8,2022,PM,"3,000,556.00","3,003,537.00", FOP , MA 
HM26,"Pozo La Esperanza I A ( 6"" )",,8,2022,PM,"5,019,713.00","5,150,802.00",49.4, MA 
HM15,"Pozo La Esperanza II  ( 6"" )",Pozo Apagado,8,2022,PM,"4,293.00","4,296.00", FOP , MA 
HM07,Pozo Real Santamaría,,8,2022,PM,"16,383,779.00","16,569,135.00",70.72, MA 
HM17,"Pozo Trebol (8"")",,8,2022,PM,"3,834,004.00","4,017,110.00",73.8, MA 
HM10,"Pozo Monte Alegre ( 6"" )",,8,2022,PM,"825,447.64","863,127.05",25.69, MA 
HM12,"Pozo Granada ( 10"" )",,8,2022,PM,"3,739,501.00","3,822,605.00",38.1, MA 
HM21,"Pozo Aurora II  ( 4"" )",Pozo Apagado,8,2022,PM,"156,663.30","156,767.00", FOP , MA 
HM20,"Pozo Aurora III  ( 4"" )",Pozo Apagado,8,2022,PM,"135,775.73","135,775.73", FOP , MA 
HM11,"Pozo Malinches   I ( 6"" )",,8,2022,PM,"545,018.61","655,260.00",49.05, MA 
HM22,Medidor para venta de agua Malinches,,8,2022,PM,960.67,960.67, FOP , MA 
HM14,"Pozo Malinches  II  ( 6"" )",Macromedidor en mal estado,8,2022,PM,"365,488.22","385,128.70",81.64, M2 
HM06,"Pozo San Vicente        ( 10"" )",Pozo Apagado,8,2022,AM,"7,651,318.00","7,661,920.00",50.65, MA 
HM18,"Pozo Claretiano         ( 10"" )",,8,2022,PM,"5,529,638.00","5,659,022.00",49, MA 
HM19,"Pozo Boruca (8"")",,8,2022,PM,"159,967.94","222,193.10",23.42, MA 
BM17,"Pozo Malinches Real  ( 8"" )",Pozo Apagado,8,2022,PM,"1,173,275.00","1,173,335.20", FOP , MA 
SRM28,"Pozo Los Altos I  ( 4"" )",Pozo Apagado,8,2022,PM,"303,058.00","303,058.00", FOP , MA 
SRM37,Pozo Los Altos II ,Pozo Apagado,8,2022,PM,"1,767,096.10","1,767,096.10", FOP , MA 
SRM32,"Pozo Matasanos      ( 4"" )",Pozo Apagado,8,2022,AM,"443,894.00","443,894.00", FOP , MA 
SRM26,Pozo Joya 1,Pozo Apagado,8,2022,PM,"504,358.43","504,358.43", FOP , MA 
SRM33,Pozo Joya 2,Pozo Apagado,8,2022,PM,"3,315,609.50","3,315,609.50", FOP , MA 
HM13,"Pozo Joya 3 (8"")",,8,2022,AM,"2,348,885.00","2,348,888.00", FOP , MA 
SRM30,"Pozo Santiago ( 8"" )",Pozo Apagado,8,2022,AM,"1,542,826.00","1,550,564.00", FOP , MA 
SRM25,"Pozo Burial       ( 6"" )",Pozo Apagado,8,2022,AM,"1,544,028.00","1,546,952.00", FOP , MA 
SRM12,"Pozo Highland Ranch (3"")",Pozo Apagado,8,2022,AM,"612,217.00","617,388.00", FOP , MA 
SIM04,Pozo Santa Cruz I        ,Pozo Apagado,8,2022,AM,"1,643,329.00","1,647,543.90", FOP , MA 
SIM02,"Pozo Santa Cruz II (8"")",Macromedidor en mal estado,8,2022,AM,,"2,687.95", FOP , MA 
SIM12,"Mata Maiz Llegando al Tanque 4""",,8,2022,AM,"641,560.00","676,191.00",12.65, MA 
SIM13,"Mata Caña llegando al Tanque 4""",,8,2022,AM,"910,866.00","932,848.00",8.26, MA 
SIM14,"Limpieza Tanque Victoria 8""",,8,2022,AM,"19,829.00","19,829.00", FOP , MA 
SIM01,"Tanque Succion  tanque Victoria 6""",,8,2022,AM,"1,393,931.00","1,475,218.00",29.16, MA 
SIM09,"Rebombeo Chizos t. victoria 6""",,8,2022,AM,"828,864.28","828,949.00", FOP , MA 
SIM10,"Rebombeo Victoria  hacia el norte 4""",,8,2022,AM,"18,458.76","18,648.64", FOP , MA 
PEND,"Victoria Saliendo 6""",,8,2022,AM,"1,567,634.00","1,625,669.00",33.56, MA 
SIM16,"Rebombeo Sn Josecito 1  T Sta Cecilia (4"")",,8,2022,AM,"265,057.00","268,077.00", FOP , MA 
SIM05,"Desarenador Sta Cecilia  T Sta Cecilia Oeste (4"")",,8,2022,AM,"475,571.44","488,157.00",9.09, MA 
SIM08,"Desarenador Sta Cecilia  T Sta Cecilia Este (4"")",,8,2022,AM,"463,420.95","474,948.00",8.53, MA 
SIM06,"Fuente Yurro Hondo T Chilillal (4"")",,8,2022,AM,"194,088.00","211,430.00",14.09, MA 
SIM07,"Fuente Tranqueras T Chilillal (4"")",,8,2022,AM,"30,644.00","39,693.00",2.94, MA 
SRM04,Entrada Predio  Breña Mora (Estación Esquina),Estación Fuera de Operación Definitiva,8,2022,,,,, MA 
SRM51,Breña Mora Entrada Planta,,8,2022,AM,"1,389,453.60","1,429,459.80",14, MA 
SRM50,Breña Mora Salida Planta Tratamiento,,8,2022,AM,"1,214,120.00","1,247,137.10",22.04, MA 
PEND,Salida Tanque Breña Mora  Tanque San Isidro,,8,2022,AM,"111,184.00","122,883.00",11.77, MA 
SRM46,"Rebombeo T Sn Isidro  T Breña Mora (6"")",Macromedidor en mal estado,8,2022,AM,"13,425.00","13,560.00", FOP , MA 
SRM47,"Rebombeo T Breña Mora hacia el Norte 4""",,8,2022,AM,"22,314.00","23,001.40",0.49, MA 
SRM19,Entrada Chorreras I a Tanque San Isidro,,8,2022,AM,"66,458.00","101,609.00",11.21, MA 
SRM18,Entrada Chorreras II a Tanque San Isidro,,8,2022,AM,"1,348,776.00","1,397,380.00",15.58, MA 
SRM52,"Salida Tanque San Isidro Oeste 6""",,8,2022,,"1,454,432.00",,, MA 
SRM27,Salida Tanq San Isidro a San Francisco Bunt Planet,,8,2022,AM,"1,103,768.00","1,126,834.00",11.91, MA 
SRM29,Salida Pricipal Tanque San Isidro Bunt Planet,,8,2022,AM,"3,559,471.00","3,637,429.00",40.86, MA 
SIM17,Cementerio  Bunt Planet,Problema de energización,8,2022,AM,"819,539.70","835,831.00",8.28, MA 
SIM18,Mas x Menos Bunt Planet,Punto Sin Macromedidor,8,2022,AM,"1,261,224.20","1,290,564.70",15.63, MA 
SIM19,Cruz Roja Bunt Planet,Estación Fuera de Operación Definitiva,8,2022,,,,, MA 
SIM53,Entrada al Tanque San Francisco (T4),,8,2022,AM,"543,963.00","570,247.00",9.93, MA 
SRM01,"Presa Concepción Cieneguita  (Cienega Norte) (4"")",,8,2022,AM,"2,295,085.00","2,366,541.00",29.29, MA 
SRM48,Caja a la Entrada de T Cienega Sur Nuevo,,8,2022,AM,"1,420,221.00","1,473,360.00",20.36, MA 
SRM49,Caja a la Entrada de T Cienega Sur Nuevo,,8,2022,AM,"128,911.00","171,314.00",17.41, MA 
SRM11,Tanque ChamacoEntrada del Tirol,,8,2022,PM,"2,237,491.00","2,400,039.00",62.78, MA 
SRM07,"Cond Tanq. Chaverri T 90 Linea I  (8"")",Macromedidor en mal estado,8,2022,AM,,"6,617.00",91.31, MA 
SRM08,"Cond Tanq. Chaverri T90 Linea II  (8"")",Macromedidor en mal estado,8,2022,AM,"10,236,365.00","10,509,924.00",97.84, MA 
SRM09,"Chaverri cinlindrico 90 Final ( 8"" )",Linea fuera de Operación,8,2022,AM,"579,299.89","579,299.89", FOP , MA 
SRM42,"Conducción Noventa a Palmar (4"")",Macromedidor en mal estado,8,2022,AM,,, FOP , MA 
SRM05,"Vertedero Tanque Noventa (18"") (Intrusivo)",Macromedidor en mal estado,8,2022,,,,, MA 
,Iris Hernández,,8,2022,AM,"235,662.00","294,761.00",19.6, M1  
PEND,Derivación ASADA San Pedro de Barva,Macromedidor en mal estado,8,2022,,,,, M2  
BM09,Botho Steinvorth,,8,2022,AM,"3,082,340.50","3,154,959.60",27.31, MA 
BM08,Llegada de las 29 al Tanque Steinvorth,,8,2022,AM,"1,925,593.00","1,972,115.00",17.64, MA 
BM21,"Conducción Flores al Tirol (8"") Saliendo",Datos Irregulares,8,2022,AM,"5,318,026.20","5,446,620.00",90.04, MA 
,29 Catarata,,8,2022,AM,"137,217.00","184,455.00",17.5,
BM16,Arrieta,,8,2022,AM,"3,646,466.00","3,740,927.10",34.5, MA 
,La Anexa,,8,2022,AM,"122,346.00","132,322.00",6.19, M1 
BM03,Carlos Steinvorth,,8,2022,AM,"3,420,040.50","3,513,435.60",33.12, MA 
,29 A,Datos Irregulares,8,2022,AM,"93,025.00","93,025.00",17.99, M1 
BM14,Sacramento,,8,2022,AM,"3,217,365.00","3,291,910.00",26.7, MA 
BM19,"Marin Cañas Electromagnetico 2""",,8,2022,AM,"197,255.00","199,791.00",1.11, MA 
BM13,"Llegada al Tanque Marin Cañas  ( 6"")",,8,2022,AM,"10,510,373.00","10,867,463.00",125.3, MA 
BM20,"Chorreras a San Isidro  II  (6"")  J",,8,2022,AM,"6,060,355.00","6,120,898.00",24.98, MA 
BM18,"Chorreras a San Isidro I  (6"")    J",,8,2022,AM,"7,973,391.00","7,973,407.00",12.7, MA 
BM15,"Marin Cañas Chorreras  ( 8"")",,8,2022,AM,"7,551,921.00","7,897,510.00",131.8, MA 
BM10,"El Higueron 8""  (6"")",,8,2022,AM,"6,418,299.00","6,594,802.00",49.52, MA 
BM11,"LA Gemela #1 (6"")",,8,2022,AM,"3,938,743.00","3,959,642.00",7.98, MA 
BM12,"LA Gemela #2  (6"")",,8,2022,AM,"6,022,436.00","6,186,469.00",56.74, MA 
BM06,Chorreras Naciente 350 mm  (Intrusivo),Macromedidor en mal estado,8,2022,PM,,,174.62, M2 
SRM20,"Marin Cañas  Brasilia (4"") (en Tanque Brasilia)",Problema de energización,8,2022,AM,,,21.94, MA 
SRM21,"Conducción Flores al Tirol (6"") Llegando",,8,2022,AM,"1,597,306.00","1,786,748.00",72.3, M1 
SRM24,"Purificador Chalet Ingreso  Sn Rafael (6"")",,8,2022,AM,"1,409,732.00","1,487,865.00",21.9, MA 
SRM23,"Purificador Chalet Salida  Sn Rafael (6"")",,8,2022,AM,"1,228,298.00","1,475,028.00",22.44, MA 
,Mata Plátano,,8,2022,PM,"79,987.59","79,921.79",4.85,
BM25,"Sacramento 3""",,8,2022,AM,"85,439.00","88,320.00",5.25,
SPM01,"Pozo Miraflores        ( 8"" )",Pozo Apagado,9,2022,PM,"3,003,537.00","3,015,435.00", FOP , MA 
HM26,"Pozo La Esperanza I A ( 6"" )",,9,2022,PM,"5,150,802.00","5,261,252.00",49.4, MA 
HM15,"Pozo La Esperanza II  ( 6"" )",Pozo Apagado,9,2022,PM,"4,296.00","7,633.00", FOP , MA 
HM07,Pozo Real Santamaría,,9,2022,PM,"16,569,135.00","16,748,909.00",74.09, MA 
HM17,"Pozo Trebol (8"")",,9,2022,PM,"4,017,110.00","4,183,357.00",68.4, MA 
HM10,"Pozo Monte Alegre ( 6"" )",,9,2022,PM,"863,127.05","893,078.90", FOP , MA 
HM12,"Pozo Granada ( 10"" )",,9,2022,PM,"3,822,605.00","3,910,934.00",36.3, MA 
HM21,"Pozo Aurora II  ( 4"" )",Pozo Apagado,9,2022,PM,"156,767.00","156,769.00", FOP , MA 
HM20,"Pozo Aurora III  ( 4"" )",Pozo Apagado,9,2022,PM,"135,775.73","135,776.00", FOP , MA 
HM11,"Pozo Malinches   I ( 6"" )",,9,2022,PM,"655,260.00","772,904.49",49.92, MA 
HM22,Medidor para venta de agua Malinches,,9,2022,PM,960.67,"1,000.90", FOP , MA 
HM14,"Pozo Malinches  II  ( 6"" )",Macromedidor en mal estado,9,2022,PM,"385,128.70","759,161.80",85.21, M2 
HM06,"Pozo San Vicente        ( 10"" )",Pozo Apagado,9,2022,PM,"7,661,920.00","7,766,467.00",55.56, MA 
HM18,"Pozo Claretiano         ( 10"" )",,9,2022,PM,"5,659,022.00","5,782,244.00",50.3, MA 
HM19,"Pozo Boruca (8"")",,9,2022,PM,"222,193.10","280,443.14",23.62, MA 
BM17,"Pozo Malinches Real  ( 8"" )",Pozo Apagado,9,2022,PM,"1,173,335.20","1,174,484.00", FOP , MA 
SRM28,"Pozo Los Altos I  ( 4"" )",Pozo Apagado,9,2022,AM,"303,058.00","303,085.00", FOP , MA 
SRM37,Pozo Los Altos II ,Pozo Apagado,9,2022,AM,"1,767,096.10","1,768,232.10", FOP , MA 
SRM32,"Pozo Matasanos      ( 4"" )",Pozo Apagado,9,2022,AM,"443,894.00","443,894.00", FOP , MA 
SRM26,Pozo Joya 1,Pozo Apagado,9,2022,PM,"504,358.43","504,375.39", FOP , MA 
SRM33,Pozo Joya 2,Pozo Apagado,9,2022,PM,"3,315,609.50","3,315,644.30", FOP , MA 
HM13,"Pozo Joya 3 (8"")",,9,2022,PM,"2,348,888.00","2,349,820.00", FOP , MA 
SRM30,"Pozo Santiago ( 8"" )",Pozo Apagado,9,2022,AM,"1,550,564.00","1,558,497.00", FOP , MA 
SRM25,"Pozo Burial       ( 6"" )",Pozo Apagado,9,2022,AM,"1,546,952.00","1,558,918.00", FOP , MA 
SRM12,"Pozo Highland Ranch (3"")",Pozo Apagado,9,2022,AM,"617,388.00","622,962.00", FOP , MA 
SIM04,Pozo Santa Cruz I        ,Pozo Apagado,9,2022,AM,"1,647,543.90","1,649,839.20",16.7, MA 
SIM02,"Pozo Santa Cruz II (8"")",,9,2022,AM,"2,687.95","46,548.00",40.84, MA 
SIM12,"Mata Maiz Llegando al Tanque 4""",,9,2022,AM,"676,191.00","707,533.00",12.77, MA 
SIM13,"Mata Caña llegando al Tanque 4""",,9,2022,AM,"932,848.00","953,306.00",8.25, MA 
SIM14,"Limpieza Tanque Victoria 8""",,9,2022,AM,"19,829.00","19,829.00", FOP , MA 
SIM01,"Tanque Succion  tanque Victoria 6""",,9,2022,AM,"1,475,218.00","1,515,468.00",29.29, MA 
SIM09,"Rebombeo Chizos t. victoria 6""",,9,2022,AM,"828,949.00","829,490.52", FOP , MA 
SIM10,"Rebombeo Victoria  hacia el norte 4""",,9,2022,AM,"18,648.64","18,941.16",36.6, MA 
PEND,"Victoria Saliendo 6""",,9,2022,AM,"1,625,669.00","1,698,211.00",, MA 
SIM16,"Rebombeo Sn Josecito 1  T Sta Cecilia (4"")",,9,2022,AM,"268,077.00","268,574.00", FOP , MA 
SIM05,"Desarenador Sta Cecilia  T Sta Cecilia Oeste (4"")",,9,2022,AM,"488,157.00","504,561.00",3.24, MA 
SIM08,"Desarenador Sta Cecilia  T Sta Cecilia Este (4"")",,9,2022,AM,"474,948.00","490,559.00",3.11, MA 
SIM06,"Fuente Yurro Hondo T Chilillal (4"")",,9,2022,AM,"211,430.00","221,928.00",3.12, MA 
SIM07,"Fuente Tranqueras T Chilillal (4"")",,9,2022,AM,"39,693.00","52,890.00",2.17, MA 
SRM04,Entrada Predio  Breña Mora (Estación Esquina),Estación Fuera de Operación Definitiva,9,2022,,,,, MA 
SRM51,Breña Mora Entrada Planta,,9,2022,AM,"1,429,459.80","1,466,951.30",14.8, MA 
SRM50,Breña Mora Salida Planta Tratamiento,,9,2022,AM,"1,247,137.10","1,277,514.06", FOP , MA 
PEND,Salida Tanque Breña Mora  Tanque San Isidro,,9,2022,AM,"122,883.00","132,848.00",14.71, MA 
SRM46,"Rebombeo T Sn Isidro  T Breña Mora (6"")",Macromedidor en mal estado,9,2022,AM,"13,560.00","13,789.00", FOP , MA 
SRM47,"Rebombeo T Breña Mora hacia el Norte 4""",,9,2022,AM,"23,001.40","23,648.00", FOP , MA 
SRM19,Entrada Chorreras I a Tanque San Isidro,,9,2022,AM,"101,609.00","140,798.00",11.68, MA 
SRM18,Entrada Chorreras II a Tanque San Isidro,,9,2022,AM,"1,397,380.00","1,438,878.00",10.59, MA 
SRM52,"Salida Tanque San Isidro Oeste 6""",,9,2022,AM,"1,454,432.00","1,508,258.00",17.16, MA 
SRM27,Salida Tanq San Isidro a San Francisco Bunt Planet,,9,2022,AM,"1,126,834.00","1,148,884.00",12.05, MA 
SRM29,Salida Pricipal Tanque San Isidro Bunt Planet,,9,2022,AM,"3,637,429.00","3,708,455.00",42.36, MA 
SIM17,Cementerio  Bunt Planet,Problema de energización,9,2022,AM,"835,831.00","851,230.92",7.39, MA 
SIM18,Mas x Menos Bunt Planet,Punto Sin Macromedidor,9,2022,AM,"1,290,564.70","1,318,735.00",14.7, MA 
SIM19,Cruz Roja Bunt Planet,Estación Fuera de Operación Definitiva,9,2022,,,,, MA 
SIM53,Entrada al Tanque San Francisco (T4),,9,2022,AM,"570,247.00","594,427.00",9.14, MA 
SRM01,"Presa Concepción Cieneguita  (Cienega Norte) (4"")",,9,2022,,"2,366,541.00",,, MA 
SRM48,Caja a la Entrada de T Cienega Sur Nuevo,,9,2022,AM,"1,473,360.00","1,521,456.00",18.93, MA 
SRM49,Caja a la Entrada de T Cienega Sur Nuevo,,9,2022,AM,"171,314.00","207,502.00",14.59, MA 
SRM11,Tanque ChamacoEntrada del Tirol,,9,2022,AM,"2,400,039.00","2,539,829.00",54.65, MA 
SRM07,"Cond Tanq. Chaverri T 90 Linea I  (8"")",Macromedidor en mal estado,9,2022,AM,"6,617.00","244,505.00",94.7, MA 
SRM08,"Cond Tanq. Chaverri T90 Linea II  (8"")",Macromedidor en mal estado,9,2022,AM,"10,509,924.00","10,772,820.00",99.43, MA 
SRM09,"Chaverri cinlindrico 90 Final ( 8"" )",Linea fuera de Operación,9,2022,AM,"579,299.89","579,299.89", FOP , MA 
SRM42,"Conducción Noventa a Palmar (4"")",Macromedidor en mal estado,9,2022,AM,,"92,007,591.00",13.97, MA 
SRM05,"Vertedero Tanque Noventa (18"") (Intrusivo)",Macromedidor en mal estado,9,2022,,,,, MA 
,Iris Hernández,,9,2022,AM,"294,761.00","367,798.00",30.7, M1  
PEND,Derivación ASADA San Pedro de Barva,Macromedidor en mal estado,9,2022,,,,, M2  
BM09,Botho Steinvorth,,9,2022,AM,"3,154,959.60","3,252,289.00",40.15, MA 
BM08,Llegada de las 29 al Tanque Steinvorth,,9,2022,AM,"1,972,115.00","2,015,660.00",18.14, MA 
BM21,"Conducción Flores al Tirol (8"") Saliendo",Datos Irregulares,9,2022,AM,"5,446,620.00","5,563,953.60",100.11, MA 
,29 Catarata,,9,2022,AM,"184,455.00","228,310.00",17.09,
BM16,Arrieta,,9,2022,AM,"3,740,927.10","3,828,813.60",36.1, MA 
,La Anexa,,9,2022,AM,"132,322.00","147,653.00",7.26, M1 
BM03,Carlos Steinvorth,,9,2022,AM,"3,513,435.60","3,603,208.10",37.86, MA 
,29 A,Datos Irregulares,9,2022,AM,"93,025.00","93,097.00",15.93, M1 
BM14,Sacramento,,9,2022,AM,"3,291,910.00","3,363,218.00",27.57, MA 
BM19,"Marin Cañas Electromagnetico 2""",,9,2022,p,"199,791.00","202,419.00",1.32, MA 
BM13,"Llegada al Tanque Marin Cañas  ( 6"")",,9,2022,AM,"10,867,463.00",,, MA 
BM20,"Chorreras a San Isidro  II  (6"")  J",,9,2022,AM,"6,120,898.00","6,175,923.00",20.48, MA 
BM18,"Chorreras a San Isidro I  (6"")    J",,9,2022,AM,"7,973,407.00","7,973,418.00",17.68, MA 
BM15,"Marin Cañas Chorreras  ( 8"")",,9,2022,AM,"7,897,510.00","8,243,688.00",140.7, MA 
BM10,"El Higueron 8""  (6"")",,9,2022,AM,"6,594,802.00","6,776,356.00",72.7, MA 
BM11,"LA Gemela #1 (6"")",,9,2022,AM,"3,959,642.00","3,979,333.00",7.91, MA 
BM12,"LA Gemela #2  (6"")",,9,2022,AM,"6,186,469.00","6,364,880.00",73.8, MA 
BM06,Chorreras Naciente 350 mm  (Intrusivo),Macromedidor en mal estado,9,2022,AM,,,122.04, M2 
SRM20,"Marin Cañas  Brasilia (4"") (en Tanque Brasilia)",Problema de energización,9,2022,AM,,,21.61, MA 
SRM21,"Conducción Flores al Tirol (6"") Llegando",,9,2022,AM,"1,786,748.00","1,962,488.00",71.1, M1 
SRM24,"Purificador Chalet Ingreso  Sn Rafael (6"")",,9,2022,AM,"1,487,865.00","1,535,079.00",21.22, MA 
SRM23,"Purificador Chalet Salida  Sn Rafael (6"")",,9,2022,AM,"1,475,028.00","1,341,620.00",20.21, MA 
,Mata Plátano,,9,2022,AM,"79,921.79","106,900.05",9.77,
BM25,"Sacramento 3""",,9,2022,AM,"88,320.00","100,385.00",4.85,
SPM01,"Pozo Miraflores        ( 8"" )",Pozo Apagado,10,2022,p,"3,015,435.00","3,016,243.00", FOP , MA 
HM26,"Pozo La Esperanza I A ( 6"" )",,10,2022,p,"5,261,252.00","5,399,307.00",49.3, MA 
HM15,"Pozo La Esperanza II  ( 6"" )",Pozo Apagado,10,2022,p,"7,633.00","7,638.00", FOP , MA 
HM07,Pozo Real Santamaría,,10,2022,p,"16,748,909.00","16,951,847.00",73.25, MA 
HM17,"Pozo Trebol (8"")",,10,2022,p,"4,183,357.00","4,361,435.00",101.6, MA 
HM10,"Pozo Monte Alegre ( 6"" )",,10,2022,AM,"893,078.90","911,942.99", FOP , MA 
HM12,"Pozo Granada ( 10"" )",,10,2022,AM,"3,910,934.00","4,009,489.00",37.8, MA 
HM21,"Pozo Aurora II  ( 4"" )",Pozo Apagado,10,2022,AM,"156,769.00","156,770.00", FOP , MA 
HM20,"Pozo Aurora III  ( 4"" )",Pozo Apagado,10,2022,AM,"135,776.00","135,776.00", FOP , MA 
HM11,"Pozo Malinches   I ( 6"" )",,10,2022,AM,"772,904.49","870,565.13",50.5, MA 
HM22,Medidor para venta de agua Malinches,,10,2022,AM,"1,000.90","1,000.90", FOP , MA 
HM14,"Pozo Malinches  II  ( 6"" )",Macromedidor en mal estado,10,2022,AM,"759,161.80","999,098.57",85.3, M2 
HM06,"Pozo San Vicente        ( 10"" )",Pozo Apagado,10,2022,,"7,766,467.00",,, MA 
HM18,"Pozo Claretiano         ( 10"" )",,10,2022,AM,"5,782,244.00","5,919,744.00",51.8, MA 
HM19,"Pozo Boruca (8"")",,10,2022,AM,"280,443.14","343,746.90",23.82, MA 
BM17,"Pozo Malinches Real  ( 8"" )",Pozo Apagado,10,2022,AM,"1,174,484.00","1,174,562.00", FOP , MA 
SRM28,"Pozo Los Altos I  ( 4"" )",Pozo Apagado,10,2022,AM,"303,085.00","306,324.00", FOP , MA 
